loss,accuracy,auc,recall,precision
0.05367005616426468,0.9833958745002747,0.99147629737854,0.8436555862426758,0.972149670124054
0.0624571330845356,0.981797993183136,0.9906280040740967,0.9282477498054504,0.8803724646568298
0.07247719913721085,0.9780464172363281,0.990344762802124,0.9108761548995972,0.8589743375778198
0.06933009624481201,0.9816589951515198,0.989279568195343,0.9086102843284607,0.8937593102455139
